subj,mag,resp,model
1,-4,0.990342922235187,0.96125885755265
1,-3,0.9891190015462,0.970053037359255
1,-2,0.987245704776675,0.979543130512043
1,-1,0.982916517815537,0.989576372796972
1,0,0.996569136437761,1
1,1,1.00187861052277,1.01066124790709
1,2,1.00922210438001,1.02140735230419
1,3,1.01159648417398,1.03208554897727
1,4,1.00776871763297,1.04254307371228
2,-4,1.00523901245976,0.962356042599433
2,-3,1.00171861710078,0.970880657732333
2,-2,1.0016409337414,0.980115716951507
2,-1,1.00833305093493,0.989881928344787
2,0,1.00279315689085,1
2,1,1.000141039913,1.01029064000498
2,2,1.00860254019024,1.02057455644755
2,3,1.0039074899066,1.03067245741554
2,4,1.00272074772584,1.04040505099679
3,-4,1.01080390977639,0.962627326067399
3,-3,1.00608422741424,0.971744913258453
3,-2,1.00404912868169,0.981049736465711
3,-1,1.00460474017443,0.990486522956963
3,0,1.00236119055919,1
3,1,1.00649605969606,1.00953489486261
3,2,1.00817556674086,1.01903593481259
3,3,1.00853779314885,1.02844784711772
3,4,1.00774347927055,1.0377153590458
4,-4,0.978655811056443,0.967356773613664
4,-3,1.00117294911362,0.975247866907678
4,-2,0.99418312098264,0.983371331132043
4,-1,0.987040061165792,0.991648323193802
4,0,1.00131409423627,1
4,1,1.01920282870421,1.00834751845768
4,2,0.997801598488532,1.01661203547388
4,3,1.00941226899518,1.02471470795566
4,4,1.01333258524033,1.03257669281005
5,-4,0.970081165824601,0.955752833668002
5,-3,0.985371445015969,0.965927941795866
5,-2,0.981738048106311,0.976800266414903
5,-1,0.982496599535606,0.98821066624349
5,0,0.995173070088081,1
5,1,1.00386379869087,1.01200912640281
5,2,1.01187220388757,1.02407890417029
5,3,1.00127972497714,1.03605019202083
5,4,1.01878536728586,1.04776384867279
6,-4,0.986776222635455,0.962019395991244
6,-3,1.00309475366603,0.97111902740486
6,-2,0.993585600954354,0.98051017722231
6,-1,0.991122442254768,0.990151087426415
6,0,1.00443706879779,1
6,1,1.01341651577142,1.01001515692589
6,2,1.01502136990814,1.0201548001869
6,3,1.0212648957539,1.03037717176586
6,4,1.02465777191026,1.0406405136456
7,-4,0.988161970715513,0.950965903352813
7,-3,1.02743761132997,0.962374428377147
7,-2,0.973424868208444,0.974519147006362
7,-1,1.01249076545148,0.987145767970599
7,0,0.969615343476764,1
7,1,1.01029062900985,1.01282755182471
7,2,1.02154715707875,1.02537413217486
7,3,1.01274042444027,1.0373854497806
7,4,1.02611199315667,1.04860721337208
8,-4,0.987917368795299,0.954312890965168
8,-3,1.00095941527446,0.964528145170589
8,-2,0.992424065433657,0.975801003916332
8,-1,0.988243866860501,0.987751583445202
8,0,1.00160871948921,1
8,1,1.00338038035105,1.01216636982353
8,2,1.00577526798,1.0238708091586
8,3,1.00708828301492,1.03473343424801
8,4,1.00852023673599,1.04437436133456
9,-4,0.982552022965971,0.957176071784243
9,-3,0.987933851085857,0.967331910267097
9,-2,0.98529361003743,0.977990579724569
9,-1,0.985520356845003,0.988947977265817
9,0,0.992813039386336,1
9,1,0.999580484129846,1.01094254503627
9,2,1.0062913896839,1.0215715094838
9,3,1.00663376233808,1.03168279045173
9,4,1.00523803031155,1.04107228504922
10,-4,0.995321335977647,0.955305316889058
10,-3,1.00031881375699,0.965522055660467
10,-2,0.989209453314215,0.976467631974266
10,-1,1.00377301732891,0.988005721523196
10,0,1.00364019106344,1
10,1,1.01733668305716,1.01231414309742
10,2,1.0084393048465,1.0248118265082
10,3,1.02104605800318,1.03735672592507
10,4,1.01545873555332,1.04981251704079
11,-4,0.999652356534825,0.968708007420935
11,-3,1.02103159615525,0.976326459832394
11,-2,1.00199114623274,0.984091072440906
11,-1,0.995404442079816,0.991987150684199
11,0,1.00009303241997,1
11,1,1.02982721937008,1.00811492582604
11,2,1.01405511957537,1.01631723360004
11,3,1.03054258188208,1.02459222875973
11,4,1.02313496156296,1.03292521674284
12,-4,0.986484635321914,0.960536949382585
12,-3,1.00309475366603,0.969956937719629
12,-2,1.00554349973524,0.97972930171488
12,-1,0.990774046717092,0.989771252198338
12,0,0.994724156204476,1
12,1,1.00932058024848,1.01033275594986
12,2,1.00833295350517,1.02068673087793
12,3,0.999747331247246,1.03097913561419
12,4,1.01984495285649,1.04112718098864
13,-4,0.998825045615836,0.949255095841934
13,-3,1.01419851330222,0.960895459005761
13,-2,0.997773116069292,0.9733986097631
13,-1,1.01888723645603,0.986516229599373
13,0,1.01952680356389,1
13,1,1.02363095607406,1.0136016024504
13,2,1.0310550127217,1.027072718436
13,3,1.02668249409407,1.04016502944222
13,4,1.02089822553146,1.05263021695448
14,-4,0.978686934488199,0.955410405226861
14,-3,0.995834603134681,0.965218190529013
14,-2,0.991317715835571,0.976016979992836
14,-1,1.00337100158169,0.987659880766956
14,0,1.00551568703564,1
14,1,1.00586632503421,1.01289044484059
14,2,1.00272527497186,1.02618432243737
14,3,1.01560592151537,1.03973473993894
14,4,1.01964995949143,1.05339480449395
15,-4,0.990412162564509,0.971252733868145
15,-3,0.998824076882884,0.977206380347082
15,-2,0.993730561755174,0.98406752723637
15,-1,0.963233226629707,0.99170809397451
15,0,1.00703577735647,1
15,1,0.992428946565217,1.00881516475134
15,2,0.997861149378066,1.01802550766702
15,3,1.00395812458011,1.02750294818555
15,4,0.993904418825149,1.03711940574543
16,-4,0.988901917242705,0.952077282967811
16,-3,0.984303775820182,0.962709229461385
16,-2,0.981524404228447,0.974341359167195
16,-1,0.99274325046925,0.986822130031361
16,0,0.998236432716778,1
16,1,1.00612807999789,1.01372342701923
16,2,1.01787643439559,1.02784086903517
16,3,1.02167172322738,1.04220078399394
16,4,1.02915077421054,1.05665162984166
17,-4,0.981609853889869,0.968565318899267
17,-3,0.994980467778051,0.97488465740634
17,-2,0.999236073824461,0.982347691177359
17,-1,0.995852606417395,0.990778209084514
17,0,1.00631575853464,1
17,1,1.0062280567533,1.00983685279601
17,2,1.00862595549551,1.02011255634473
17,3,1.03515047886038,1.03065089951837
17,4,1.01070890195556,1.0412756711891
18,-4,0.984071899890881,0.961882862596258
18,-3,1.02060452847694,0.970883065125417
18,-2,0.998198338249113,0.980274539638897
18,-1,0.986102263982849,0.989999459981993
18,0,1.00729100989635,1
18,1,1.00136459330893,1.01021833353821
18,2,1.01342153893664,1.02059663444193
18,3,0.996279567737782,1.03107707655644
18,4,1.02887430164812,1.04160183372704
19,-4,0.991551883136478,0.974263061449428
19,-3,1.0037353551835,0.979861630445474
19,-2,1.00030190020506,0.986115128781902
19,-1,0.999068302043486,0.992876828089736
19,0,1.00995009632189,1
19,1,1.00758983759434,1.00733791614372
19,2,1.00821055619134,1.01474384815191
19,3,0.997493019299652,1.0220710676556
19,4,1.00734904563618,1.02917284628582
20,-4,1.00160801890881,0.950099168716502
20,-3,1.00843309964497,0.961357097431631
20,-2,0.999649822221906,0.973565014307626
20,-1,1.0053563602538,0.986515216208934
20,0,0.990777997036594,1
20,1,1.0146130806478,1.01381166254527
20,2,1.01862514479839,1.02774250070919
20,3,1.02198821180195,1.04158481135621
20,4,1.01744179192906,1.05513089135077
